question,stu_answer,grade
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3 عمار ووأمه وأبيه,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,أفراد ال ياسر الدين تعرضوا للأذى  هم ثلاثة : سمية و عمار بن ياسر وياسر أبو عمار .,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,هم ثلاثة,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,5,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,أفراد آل ياسر الذين تعرضوا للأذى عمار و أمه,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3افراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3 افراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,عمار بن ياسر و ابوه وامه سمية,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3أفراد ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة افراد و هم :عمار بن ياسر و ابوه و امه سمية,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,عمار بن ياسر و ابوه و أمه سمية ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاث,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,5 أفراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,عددهم 4,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,تلاته افراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3هم,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟, ‏الأب ‫ياسر والأم سمية والابن عمار .,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ياسر بن مالك   سمية بنت الخياط,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ياسر بن مالك    سميةبنت الخياط     عمار,0
بم نصحهم الرسول  ؟,بالكذب,0
بم نصحهم الرسول  ؟,بدخول الإسلام,0
بم نصحهم الرسول  ؟,نصحهم بأن يصبرو ,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بالصبر ,0
بم نصحهم الرسول  ؟,قال الرسول صلى الله عليه وسلم لآل ياسر : صبرا آل ياسر صبرا .,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم الرسول (ص) بالصبر.,0
بم نصحهم الرسول  ؟,الصبر,0
بم نصحهم الرسول  ؟,الصبر,0
بم نصحهم الرسول  ؟,زسنسك,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,ان يهجرة,0
بم نصحهم الرسول  ؟,نصحهم بالبصر ,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,"نصحهم بالصبر لقوله صلى الله عليه وسلم صبرا آل ياسر فإن موعدكم الجنة
",0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بالصبر على الأذى,0
بم نصحهم الرسول  ؟,بالصبر والتباث وعدم الرجوع إلى الكفر.,0
بم نصحهم الرسول  ؟,بان يصبروا,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,بالصبر.,0
بم نصحهم الرسول  ؟,,0
بم نصحهم الرسول  ؟,نصحهم  الرسول صلى الله عليه وسلم بالصبر,0
بم نصحهم الرسول  ؟,صبرا ال ياسر فان موعدكم الجنة ,0
بم نصحهم الرسول  ؟,صبرا ال ياسر فان موعدكم الجنه,0
بم نصحهم الرسول  ؟,بالصبر ,0
بم نصحهم الرسول  ؟,صبرا يا آل ياسر فإنا موعدك الجنة.,0
بم نصحهم الرسول  ؟,الصبر,0
بم نصحهم الرسول  ؟,نصحهم بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,بالصبر وتفاؤل,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,عدم البخل,0
بم نصحهم الرسول  ؟,نصحهم بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بان يصبروا وبالا يكفروا بالله,0
بم نصحهم الرسول  ؟,,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,كان ينصحهم بان يصبروا ,0
بم نصحهم الرسول  ؟,ينصح م بأن يصبروا,0
بم نصحهم الرسول  ؟,بأن يسيروا لان موعدهم الجنة,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,,0
بم نصحهم الرسول  ؟,وعدهم : { سبرا يا آل ياسر، فموعدكم الجنة }~,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم الرسول بالصبر .,0
بم نصحهم الرسول  ؟,بالصبر لأن جزاءهم عند الله تعالى,0
بم نصحهم الرسول  ؟,سبرا آل ياسر ,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بان يصبروا. ,0
بم نصحهم الرسول  ؟,نصحهم الرسول صلى الله عليه وسلم بالصبر. ,0
بم نصحهم الرسول  ؟,بالصبر ,0
بم نصحهم الرسول  ؟,,0
بم نصحهم الرسول  ؟,نصحهم (ص)بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بالصبر,0
بم نصحهم الرسول  ؟,نصحم بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بالصبر .,0
بم نصحهم الرسول  ؟,بالصمود و الصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,,0
بم نصحهم الرسول  ؟,,0
بم نصحهم الرسول  ؟,نصحهم بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم رسول الله صلى الله عليه و سلم بالصبر,0
بم نصحهم الرسول  ؟,بصبر ,0
بم نصحهم الرسول  ؟,بالصبر,0
بم نصحهم الرسول  ؟,نصحهم بالصبر ,0
بم نصحهم الرسول  ؟,,0
بم نصحهم الرسول  ؟,نصحهم الرسول الله صلى الله عليه وسلم على الصبر على الأذى.  ,0
بم نصحهم الرسول  ؟,بالصبر ,0
بم نصحهم الرسول  ؟,بالصبر ,0
بم نصحهم الرسول  ؟,نصحهم بالصبر ,0
بم نصحهم الرسول  ؟, ‏نصح الرسول صلى الله عليه وسلم إلى آل ياسر بالصبر والتحمل . ,0
بم نصحهم الرسول  ؟,نصحهم الرسول بالصبر,0
بم نصحهم الرسول  ؟,بالصبر,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟,بشرهم رسول الله بأن موعدهم الجنة,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,"بشرهم الرسول صلى الله عليه وسلم بالخير   الصبر.
",0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟,بشرهم الرسول بالجنة.,0
بم بشرهم رسول الله  ؟,الجنة,0
بم بشرهم رسول الله  ؟,الجنة,0
بم بشرهم رسول الله  ؟,وسظس,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة ,0
بم بشرهم رسول الله  ؟,والتضحية في سبيل الله ,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة ,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,بشرهم رسول الله صلى الله عليه وسلم بالجنة ,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة ,0
بم بشرهم رسول الله  ؟,بشرهم رسول الله ببيت في الجنة,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة.,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟,بالتضحية في سبيل  الله ,0
بم بشرهم رسول الله  ؟,بالجنة.,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,بشرهم  رسول  الله صلى الله عليه وسلم بالجنة ,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,بشرهم الرسول بالجنة,0
بم بشرهم رسول الله  ؟,الجنة,0
بم بشرهم رسول الله  ؟,بشرهم بأن موعدهم الجنة,0
بم بشرهم رسول الله  ؟,بالجنةصبرا ,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,(صبرا ال ياسر فموعدكم الجنة ),0
بم بشرهم رسول الله  ؟,بالبخل,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟,بشرهم بان موعدهم الجنة,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,ان موعدهم في الجنة,0
بم بشرهم رسول الله  ؟,بأن موعدهم الجنة,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,بشرهم بان موعدهم في الجنه,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,سيرهم بالجنة,0
بم بشرهم رسول الله  ؟,بالجنه,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,بشرهم بالصبر و ان لا الاه الى الله و محمد رسول الله.,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,بشرهم بكلام جميل .,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,موعدكم الجنة ,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,بان موعدهم الجنة. ,0
بم بشرهم رسول الله  ؟,بشرهم الرسول صلى الله عليه وسلم بالجنة.,0
بم بشرهم رسول الله  ؟,الجنة ,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,بشرهم (ص)بالجنة,0
بم بشرهم رسول الله  ؟,بان موعدهم الجنة,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟,بشر هم بالجنة. ,0
بم بشرهم رسول الله  ؟,بان لهم بيت في الجنة,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة ,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,بشرهم بدخول الجنة,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,لقد بشرهم  رسول الله (ص) بالجنة ,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟,بدجول الجنة ,0
بم بشرهم رسول الله  ؟,,0
بم بشرهم رسول الله  ؟,بشرهم الرسول صلى الله عليه وسلم بأن موعدهم الجنة. ,0
بم بشرهم رسول الله  ؟,بالجنة ,0
بم بشرهم رسول الله  ؟,بالجنه,0
بم بشرهم رسول الله  ؟,بشرهم بالجنة,0
بم بشرهم رسول الله  ؟, ‏بشرهم بالجنة .,0
بم بشرهم رسول الله  ؟,بالجنة,0
بم بشرهم رسول الله  ؟,بالجنة,0
استشهد على ذلك ؟,أشهر ان لا إلاالله,0
استشهد على ذلك ؟,؟؟,0
استشهد على ذلك ؟,"قال رسول الله(ص) ""صبرا آل ياسر إن موعدكم الجنة",0
استشهد على ذلك ؟,صبرا آل ياسر فإن موعدكم الجنة,0
استشهد على ذلك ؟,"قال رسول الله صلى الله عليه وسلم :""صبرا آل ياسر فإن موعدكم الجنة ",0
استشهد على ذلك ؟,"""صبرا آل ياسر صبرا """,0
استشهد على ذلك ؟,قال الرسول صلى الله عليه وسلم:صبرا آل ياسر فإن موعدكم الجنة ,0
استشهد على ذلك ؟,الرسول صلى الله عليه وسلم,0
استشهد على ذلك ؟,"قال رسول الله (ص): ""صبرا با ال ياسر، فإن موعدكم الجنة"" ",0
استشهد على ذلك ؟,بالدعوة ,0
استشهد على ذلك ؟,بالدعوة,0
استشهد على ذلك ؟,وسزس,0
استشهد على ذلك ؟,لأنهم صبروا على التعذيب و الصبر دليل على حسن الإيمان و هو سببهم بالفوز بالجنة ,0
استشهد على ذلك ؟,نعم,0
استشهد على ذلك ؟,كان رسول الله اذ مر بهم و يتعذبون يقول لهم صبرا آل ياسر فإن موعدكم الجنة ,0
استشهد على ذلك ؟,صبرا آل ياسر فإن موعدكم الجنة ,0
استشهد على ذلك ؟,قال صلى الله عليه وسلم : صبرا آل ياسر فإن موعدكم الجنة ,0
استشهد على ذلك ؟,عندما كان يمر رسول الله بهم يقول : صبرا يا آل ياسر فموعدكم الجنة,0
استشهد على ذلك ؟,صبرا ال ياسر فان موعدكم الجنة,0
استشهد على ذلك ؟,كلما مر الرسول عليهم وهم يتعذبون يقول لهم صبرا آل ياسر فإن موعدكم الجنة  ,0
استشهد على ذلك ؟,لأنهم لم يسبوا الرسول (ص),0
استشهد على ذلك ؟,"""صبراً آل ياسر،فإن موعدكم الجنة""",0
استشهد على ذلك ؟,صبرا ال ياسر فان موعدكم الجنة,0
استشهد على ذلك ؟,نعم,0
استشهد على ذلك ؟,فردان استشهدوا.,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,الدليل  على ذلك هو  كون  الرسول  صلى الله عليه وسلم  قال لهم: صبرا  آل  ياسر، فإن  موعدكم  الجنة,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,صبرا ال ياسر ، فإن موعدكم الجنة,0
استشهد على ذلك ؟,قول الرسول صبرا يا آل ياسر فإنا موعدك الجنة ,0
استشهد على ذلك ؟,بالدعوة,0
استشهد على ذلك ؟,بينما الرسول متى من أمامهم وهم يتعدبون قال لهم (صبرا يا آل ياسر فإن موعدكم الجنة,0
استشهد على ذلك ؟,صبرا آل ياسر فإن موعدكم الجنة,0
استشهد على ذلك ؟,نعم,0
استشهد على ذلك ؟,انهم اسلمو رغم التعذيب الذي مرو به,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,صبرا آل ياسر فإن موعدكم الجنة,0
استشهد على ذلك ؟,"كان الرسول يمر على آل ياسر و هم يعذبون فيقول { صبرا آل ياسر , فان موعدكم الجنة",0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,نعم,0
استشهد على ذلك ؟,قولالرسول(ص):صبرا آل ياسر إن موعدكم الجنة,0
استشهد على ذلك ؟,سمية و ياسر,0
استشهد على ذلك ؟,نعم,0
استشهد على ذلك ؟,نعم,0
استشهد على ذلك ؟,لان الرسول صلى الله عليه و سلم هو الذي قالها لهم,0
استشهد على ذلك ؟,نعم,0
استشهد على ذلك ؟,"قول رسول الله ص ""صبرا آل ياسر، فإن موعدكم الجنة"" ",0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,اصبروا يا آل ياسر فان موعدكم الجنة,0
استشهد على ذلك ؟,استشهد بان الرسول كان يقول لهم صبرا آل ياسر فان موعدكم الجنة.,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,صبرا آل ياسر فأن موعدكم الجنة ,0
استشهد على ذلك ؟,صبرا آلي ياس موعد كم الجنة ,0
استشهد على ذلك ؟,قال رسول الله :(صبرا آل ياسر موعدكم الجنة). ,0
استشهد على ذلك ؟,(صبرا آل ياسر فإن موعدكم الجنة). ,0
استشهد على ذلك ؟,قال  الرسول صلى الله عليه وسلم: ( صبرا آل ياسر فإن موعدكم الجنة),0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,"لقوله (ص)""صبرا آل ياسر،فإن موعدكم الجنة""",0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,"قال الله تعالى ""منْ كَفرَ بِاللَّهِ مِنْ بَعْدِ إِيمَانِهِ إِلَّا مَنْ أُكْرِهَ وَقَلْبُهُ مُطْمَئِنٌّ بِالْإِيمَانِ وَلَكِنْ مَنْ شَرَحَ بِالْكُفْرِ صَدْرا فَعَلَيْهِمْ غَضَبٌ مِنَ اللَّهِ وَلَهُمْ عَذَابٌ عَظِيمٌ""
",0
استشهد على ذلك ؟,قال الرسول صلى الله عليه و سلم  : ( صبرا ال يا سر فإن موعدكم الجنة ) ,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,((الصبر كريق صبرا يا آل ياسر موعدكم الجنة  )),0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,"قال الرسول لآل ياسر : ""صبرا آل ياسر فإن موعدكم الجنة""",0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,صبرا ال ياسر فان موعدكم الجنة ,0
استشهد على ذلك ؟,لان الرسول قال لهم : صبرا آل ياسر فإن موعدكم الجنة,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,قال رسول الله ( ص) : صبرا آل ياسر، فان موعدكم الجنة.,0
استشهد على ذلك ؟,"كان يذهب إليهم و يقول لهم ""صبرا آل ياسر فإن موعدكم الجنة"" ",0
استشهد على ذلك ؟,لقول رسول الله : صبرا آل ياسر فإن موعدكم الجنة,0
استشهد على ذلك ؟,صبرا يا آل ياسر موعدكم الجنة ,0
استشهد على ذلك ؟,,0
استشهد على ذلك ؟,نعم استشهد على ذلك.,0
استشهد على ذلك ؟,صبرا آل ياسر فإن موعدكم الجنة ,0
استشهد على ذلك ؟,نعم ,0
استشهد على ذلك ؟,قال رسول الله صبرا فان موعدكم الجنة,0
استشهد على ذلك ؟," ‏قال رسول الله صلى الله عليه وسلم : "" صبرا آل ياسر فإن موعدكم الجنة "" .",0
استشهد على ذلك ؟,الأية: الذين هاجرو في سبيل الله من بعد ما ظلموا,0
استشهد على ذلك ؟,الآية:الذين هاجرو في سبيل الله من بعد ما ظلموا,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,أن نتثبت بإيماننا بالله و الرسول,0
ما القيمة المسخلصة من قصة آل ياسر؟,صبر آل ياسر على الأذى ,0
ما القيمة المسخلصة من قصة آل ياسر؟,هي أن الصبر يؤدي إلى الجنة ,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة هي الصبر .,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة هي الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,أن الصبر هو من أفضل الأعمال ,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة هي الصبر.,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر ,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,تسنس,0
ما القيمة المسخلصة من قصة آل ياسر؟,من صبر فموعده بالجنة لقوله تعالى ( واصبروا ان الله مع الصابرين ) ,0
ما القيمة المسخلصة من قصة آل ياسر؟,لمااجهر رسول الله بدعوة صبر على الأذى من رضوان٠٠٠٠٠٠٠وابوه٠٠٠وغضبت عليه مواليهم وعندما يخرجون كانوا يعذبون وكان رسول الله  يقول صبرا ,0
ما القيمة المسخلصة من قصة آل ياسر؟,عائلة يأسر المؤمنة هي رمز للإخلاص و التضحية في سبيل الله ,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة هي الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر و التضحية في سبيل الله تعالى ,0
ما القيمة المسخلصة من قصة آل ياسر؟,اننا يجب علينا الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,الأسرة الصابرة الطيبة,0
ما القيمة المسخلصة من قصة آل ياسر؟,آل ياسر هم رمز الاخلاص و التضحية في سبيل الله ,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة هي الصبر ,0
ما القيمة المسخلصة من قصة آل ياسر؟,من يؤمن بالله حقا،ولم يشرك به رغم تعرضه للأذى ،جزاء الجنة.,0
ما القيمة المسخلصة من قصة آل ياسر؟,ان الصبر مهم,0
ما القيمة المسخلصة من قصة آل ياسر؟,لم يفتر المشركون عن أذى رسول الله منذ أن جهر بالدعوة تعرض كثير من الصحابة بمثلهوغضب عليه وغضب عليه مواليه ان كانوا يخرجونهم ويعذبوهم الرمال المكة وكان يمر الرسول ويقول لهم اصبروا وقدم لهم والتضحية في سبيل الله ,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر حتى يإتي الفرج.,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة  المستخلصة  من قصة آل  ياسر   أنه من ابتلاه الله فصبر فجزائه الجنة,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر مفتاح الجنة ,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر مفتاح الجنة,0
ما القيمة المسخلصة من قصة آل ياسر؟,الفداء و التضحية في سبيل الله,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة هي الصبر على المحن و على الاذى,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,هي من صبر على الأدى فإن موعده الجنة ,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر عند الابتلاء,0
ما القيمة المسخلصة من قصة آل ياسر؟,انهم صبروا وتعذبوا وماتوا ولاكن الرسول صلىا الله عليه وسلم بالجنة,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة هي ان الاسلام بالقلب ,0
ما القيمة المسخلصة من قصة آل ياسر؟,المصير عندما تكون بخيلا,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر ,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة هي الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر ,0
ما القيمة المسخلصة من قصة آل ياسر؟,تضحية في سبيل الله و الدين.,0
ما القيمة المسخلصة من قصة آل ياسر؟,أن الصبر مفتاح الفرج,0
ما القيمة المسخلصة من قصة آل ياسر؟,إن الصبر مفتاح الفرج,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة هي أن آل ياسر أسرة مسلمة,0
ما القيمة المسخلصة من قصة آل ياسر؟,أن الصبر مفتاح الفرج ,0
ما القيمة المسخلصة من قصة آل ياسر؟,أعلى رمز للفداء و التضحية في سبيل الله,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,《احب الصحابة رضوان الله عليهم، و اقدر صبرهم و تضحياتهم العظيمة.》,0
ما القيمة المسخلصة من قصة آل ياسر؟,اننا يجب علينا الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,ان علينا ان نصبر من اجل ايماننا .,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر مفتاح الفرج,0
ما القيمة المسخلصة من قصة آل ياسر؟,صبرو على توحيد الله تعالى ,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة هي:الصبر ,0
ما القيمة المسخلصة من قصة آل ياسر؟,القصه المستخلصة هي ان نصبروا في اي محنة وان الصبر جميل. ,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة من قصة آل ياسر هي الصبر. ,0
ما القيمة المسخلصة من قصة آل ياسر؟, التضحية في سبيل الله ,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر أحدُ أكثر الأخلاق السامية في الإسلام,0
ما القيمة المسخلصة من قصة آل ياسر؟,أحب الصحابة رضوان الله عليهم وأقدر صبرهم و أقدر تضحياتهم العظيمة في سبيل آلله  .,0
ما القيمة المسخلصة من قصة آل ياسر؟,ان كل من مات في سبيل دينه هو شهيد و ان علينا الصبر في البلاء,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر طريق للهدى ,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,القيمة المستخلصة من قصة آل ياسر هي الصبر و التضحية في سبيل الله و الإسلام,0
ما القيمة المسخلصة من قصة آل ياسر؟,اقدر صبرهم وتظحيتهم العظيمة ,0
ما القيمة المسخلصة من قصة آل ياسر؟,تحلي بالصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,تقدير صبرهم و تضحياتهم العظيمة,0
ما القيمة المسخلصة من قصة آل ياسر؟,لقد استخلصت من هذه القصة بان آل ياسر سطروا بموقفهم اعلى رمز للفداء و التضحية في سبيل الله,0
ما القيمة المسخلصة من قصة آل ياسر؟,هي صبر و التضحية في سبيل الله ,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,الصبر,0
ما القيمة المسخلصة من قصة آل ياسر؟,,0
ما القيمة المسخلصة من قصة آل ياسر؟,هو ان جزاء الصبر هو الجنة و ان آل ياسر كانوا منهم. ,0
ما القيمة المسخلصة من قصة آل ياسر؟,الثبات على الدين برغم الصعاب ,0
ما القيمة المسخلصة من قصة آل ياسر؟,لقد ضحوا بحياتهم من اجل الاسلام,0
ما القيمة المسخلصة من قصة آل ياسر؟,هي ان ال ياسر رمز الفداء و التقوى,0
ما القيمة المسخلصة من قصة آل ياسر؟, ‏انه إذا صبر الإنسان على أذى الناس و لم يعاملهم بالمثل يا سيكافؤه الله تعالى .,0
ما القيمة المسخلصة من قصة آل ياسر؟,أن الصبر والمثابرة داءما جزاءهما الخير والجنة,0
ما القيمة المسخلصة من قصة آل ياسر؟,أن الصبر والخير داءما طريقه الخير و الجنة,0
ما جزا ء من ابتلاه الله فصبر؟,,0
ما جزا ء من ابتلاه الله فصبر؟,الجنة,0
ما جزا ء من ابتلاه الله فصبر؟,جزاءه الجنة,0
ما جزا ء من ابتلاه الله فصبر؟,العذاب الشديد في نار جهنم,0
ما جزا ء من ابتلاه الله فصبر؟,الجنة ,0
ما جزا ء من ابتلاه الله فصبر؟,يجازيه الله خير الجزاء ,0
ما جزا ء من ابتلاه الله فصبر؟,الجنة ,0
ما جزا ء من ابتلاه الله فصبر؟,الجنة,0
ما جزا ء من ابتلاه الله فصبر؟,جزاء من ابتلاه ربه فصبر الجنة.,0
ما جزا ء من ابتلاه الله فصبر؟,الجنة,0
ما جزا ء من ابتلاه الله فصبر؟,الجنة,0
ما جزا ء من ابتلاه الله فصبر؟,وسنس,0
